"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma_obs2","loglik","loglik.se.se"
"1",0.0365648178640286,-0.959038807516071,0.0123915811250523,-0.307096086460531,1.0237033571799,0,0,0.0422383307967779,0,-0.0887103613680482,0.0988286135180093,4.01179299152266,0.166136849820986
"2",0.0477921867684564,1.01805022850295,0.0621766267642334,0.250303342702705,1.2235804894211,0,0,0.0570309635917475,0,-0.0502088550682369,-0.0878626361833345,6.21915172624454,0.138840525014077
"3",0.0645457932997719,1.23988363080788,0.0504425702405885,0.27147439997009,0.690384717079869,0,0,0.0738384183323913,0,-0.194722357060101,0.184973915228814,-2.92196566886378,0.282438559859853
"4",0.0328825620106116,1.07444625630821,0.0603219814869155,0.273357704874478,1.04613830927492,0,0,0.0395550944124126,0,0.180728275759598,-0.0785054976641442,3.24427127847664,0.19590539062606
"5",0.0618844729164346,1.1002893239395,0.0537239407206972,-0.294329627615633,0.887385023753917,0,0,0.0686429291747829,0,0.131639860956063,-0.036527500149328,2.67353452971581,0.0844144505374928
"6",0.021735789368787,0.899295156574507,0.000473266522133751,0.286549327993459,1.4146328166838,0,0,0.0291413747499895,0,-0.133731218220768,0.0487868862207125,10.3651812672132,0.051323386934516
"7",0.0195603119479964,1.05499750224631,0.0542037739339317,-0.236259457612913,1.12765278122366,0,0,0.0492197614709936,0,-0.120270059420746,-5.08927754832878e-05,3.53597636440113,0.595551049715571
"8",0.0546382947691521,-1.23987482404754,0.0535769360710913,0.226698335051928,0.81657092669569,0,0,0.0705547875706111,0,0.164653802557914,0.0624117645068746,-1.89359364892723,1.40365710229723
"9",0.0192095283314152,0.803802541976239,-0.00558630214946129,0.3200763252978,1.34255738730773,0,0,0.0287924602199555,0,-0.102095155097026,-0.0461695238334528,6.48763907762962,0.078564156903369
"10",0.0256121501280006,0.935829082686959,-0.00238260877539754,0.270113691049318,1.36056980691086,0,0,0.0332863058433781,0,0.075564177711133,0.00125615068556186,10.4487660834361,0.0982080133340032
"11",0.0119678152265598,-0.938755526229737,-0.00600464716404068,-0.285899065753575,1.3525575267363,0,0,0.0342321697938456,0,-0.171730107521959,-0.00801006844229091,4.89212392190129,0.0513786358058832
"12",0.0461530018531142,-1.08743206389533,0.00657770101322303,0.2689473575968,1.09329348305343,0,0,0.0618957304370668,0,-0.193188891179337,-0.0430403192552939,5.69422810666404,0.0510914609918245
"13",0.0410273017421064,1.23521814684954,0.0626676267300062,-0.221547796034846,0.911130984455703,0,0,0.0506939141943519,0,0.181145199209664,-0.0573482831971619,3.8499683294448,4.25160462960101
"14",0.0711318452532431,-1.21174397010463,0.0385555172383382,0.234494497515659,1.03369100089013,0,0,0.0827382388587887,0,-0.0807958344687939,0.0352410933769866,4.50460452036576,0.0899481212664867
"15",0.0261409035550163,-0.819134872238681,0.0325303376282606,-0.273281820612835,1.3040879830066,0,0,0.0317955127357837,0,-0.0191048179734239,0.0238791896037308,6.31592180294699,0.667817506191367
"16",0.0350864073927914,0.963773928295952,0.0661845124034374,0.234970978843615,1.11405501383747,0,0,0.0504251768888929,0,0.181707876840105,-0.0440348290885547,-3.08859361613613,3.43332381139701
"17",0.0387568921733979,-1.05982868203596,0.0259395429082272,-0.256341230513413,1.22708131941434,0,0,0.0499266587440576,0,-0.0507106596001742,0.049610060602672,6.68582614421785,0.0785705192533303
"18",0.0182571098706493,1.00290814583068,0.0114646313680143,0.277234886788897,1.26667478182665,0,0,0.0251135416893276,0,-0.0467988481267544,-0.0366476424621468,6.49074056337434,0.084907415633606
"19",0.0628294257651675,1.03846102723361,0.0336894062117242,-0.248604084975814,1.1487868024185,0,0,0.0711710286866147,0,0.144054537225523,-0.152105163782093,5.10926770499437,0.167349266578574
"20",0.0280365619035185,-0.845167120844577,-0.0118786500263972,0.301640287677318,1.17147291615941,0,0,0.0453203066985737,0,0.175393643334046,-0.0566232494718349,6.01604811426087,0.228778278615339
"21",0.0255284773132352,0.778991357044257,-0.00303147899660947,-0.265946636416579,1.38771002798349,0,0,0.0338266768002376,0,0.121429514645394,-0.0400598029872858,7.64708071176477,0.654307088137851
"22",0.0402800013721554,0.954031408720284,-0.00194380019158211,-0.257774592143612,1.35169509448461,0,0,0.0500212631693613,0,-0.158746637525959,0.0140230971725593,7.82426491850599,0.0850319155372911
"23",0.045953519636511,-1.05464352591125,0.0224131442980572,-0.296976971002723,1.01452753910094,0,0,0.0543906088939028,0,0.122931034803898,0.0720806632958217,5.40161593972661,0.0595051655805207
"24",0.0130380820566617,-0.710696885775289,-0.00263021307493726,-0.292202129689601,1.75110144288187,0,0,0.0175338395756684,0,0.0432606847340167,-0.0335179043180918,4.11170967802329,0.107639490485769
