"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","g","loglik","loglik.se.se"
"1",0,1.15013828034688,0.108080307448921,0.354493638802904,0.864864771082984,0,0,0.0487108320852505,0.0356514428879481,0,-0.104570704094447,0,-65.4012207892215,0.0613432353662113
"2",0,-0.879156153031006,0.0875722216510819,-0.363626050137145,1.41885031879974,0,0,0.00990175575778147,0.0287739624586462,0,-0.0191794978453255,0,-64.6717679523111,0.0306675012551953
"3",0,0.73312228421678,0.0305461226180592,0.430575572706362,1.37632162437894,0,0,0.0240469741661936,0.0110836095935935,0,-0.0210834746838446,0,-61.9097998659525,0.0155929607680593
"4",0,0.74170839262654,0.0436901221032397,0.444937812771951,1.14210122959762,0,0,0.0435142470136717,0.0243926801463003,0,0.184360062949137,0,-62.6714805420644,0.0326537632043603
"5",0,0.835117202772313,0.0390159883183089,-0.423073534825183,1.18238867807382,0,0,0.0231149417678156,0.0422532302088908,0,0.0844291074575594,0,-63.0983611863454,0.0245405400720693
"6",0,0.765667822284203,0.0301750557801824,0.413876457089831,1.36384728495568,0,0,0.0247862813480557,0.0201537372539703,0,0.0776537967024937,0,-61.6632211881307,0.0177250746170925
"7",0,-1.00879269546805,0.176548296167955,0.355541990507303,1.26365457634181,0,0,0.036131505460746,0.016974968580905,0,-0.0892379088837403,0,-65.6882982362749,0.0158820426432606
"8",0,0.708380552652841,0.0653792061663846,0.429722303019096,1.23257470543088,0,0,0.0263323948144968,0.0615910007837309,0,-0.288640756562954,0,-68.077373643353,0.0321200678774606
"9",0,-0.728679699477079,0.0393812301312911,-0.424843769108194,1.40148424524153,0,0,0.0219856550522343,0.0125757400912678,0,-0.157894232267984,0,-61.9784079944439,0.0167841673887267
"10",0,0.733565449233066,0.058487573856966,-0.424533708420969,1.37391063674788,0,0,0.00995242373299323,0.0282742429483296,0,-0.0912203334044991,0,-62.1230174934204,0.0222478515240273
"11",0,-0.969671924453722,0.156709987880501,-0.361320102961412,1.24678098532258,0,0,0.0254605442571553,0.0262886630895416,0,-0.0249384759271825,0,-64.030958998393,0.0238882704230927
"12",0,-0.874754519768108,0.116778942290169,0.406025571531079,1.18777550880276,0,0,0.0400840214631802,0.037621392496148,0,0.219827383782939,0,-64.2340808316575,0.0189338882128987
"13",0,-0.722918257971911,0.0220519799879093,0.425570604346621,1.26158711134124,0,0,0.0560291168922217,-0.00473460553098619,0,0.262868295242155,0,-63.4937143170022,0.0255010136041419
"14",0,-0.835190330592294,0.0188878702243639,-0.421275479969763,1.18321483759946,0,0,0.0577722885985658,0.015203748736255,0,-0.237045161599147,0,-62.743452798772,0.0159964067058452
"15",0,-0.771225334170846,0.0507735934234424,-0.412386241936997,1.27608631108442,0,0,0.0245421883511625,0.0247048085438009,0,-0.026375815124213,0,-61.3512315171524,0.0293460183073864
"16",0,0.821412733877303,0.0653749384310335,0.391786126614024,1.41973805984132,0,0,0.00811085086739795,0.0213646473055157,0,0.00251977237644639,0,-63.5064189034497,0.023649813665804
"17",0,0.83142778615229,0.0361308301049772,0.402761279423483,1.26821660726538,0,0,0.0405474100639493,0.00735129551018664,0,-0.137035840851519,0,-62.3839446399154,0.0190388007137957
"18",0,1.02325115673075,0.116133853697931,-0.354945141549962,1.18992139916035,0,0,0.024426361481393,0.0259626306808045,0,0.0140174883090189,0,-63.6625516078331,0.0263857413188237
"19",0,-1.02201245158607,0.142070252376166,0.387755568135997,1.10183345342711,0,0,0.0361312703558505,0.0501037283179866,0,-0.0643015384551766,0,-64.8222385063539,0.0148752432646275
"20",0,1.30162264791208,0.114456661034092,-0.330895101257215,0.777650087543734,0,0,0.0573737992128415,0.0442693046655794,0,0.212382821319619,0,-66.6893726324108,0.0553518767214665
"21",0,-1.20800103278033,0.111919316373829,0.363913805436749,0.919279126340817,0,0,0.0371387737733981,0.0535533568841019,0,-0.0320177108963163,0,-65.549927021701,0.0200346397046817
"22",0,-0.865757599100149,0.129307606541387,-0.397625616143724,1.19928204757489,0,0,0.0236121784502896,0.0530580235646429,0,-0.0719261195824918,0,-64.412749019519,0.0289109232128739
"23",0,0.852564497184685,0.043302424903948,0.406014446411346,1.25566058840079,0,0,0.0196081109179456,0.0572655936584494,0,0.186227571508269,0,-64.8724242981641,0.0198773951945953
"24",0,0.803824301151069,0.0981794670892792,-0.378052660515145,1.24663825561606,0,0,0.023233895864383,0.0307630580609405,0,-0.0463037049401579,0,-63.1664241202226,0.0919931795876823
"25",0,-0.873077356387059,0.0668133267530278,-0.432875764204132,1.14289029711199,0,0,0.0263135323302722,0.0408412026322146,0,-0.0381111757612064,0,-63.3401266871156,0.017503407196201
"26",0,-1.20985594718868,0.149093654118751,-0.327683423696568,1.07461158501716,0,0,0.048262275728895,0.0209367379018382,0,0.168953908770812,0,-66.7409804189057,0.0172856552849132
"27",0,-1.37452934209041,0.132095838301949,0.345706905897138,0.871734808284937,0,0,0.03332914645336,0.0403010184469312,0,-0.0132532162992787,0,-67.467039143293,0.0165290488030818
"28",0,0.908086600587863,0.0581529293622403,0.39531029855727,1.27788315813309,0,0,0.0264520731567238,0.0239532961568852,0,0.0135819429676494,0,-63.0560006359154,0.0149161028147976
"29",0,0.761012728719034,0.0771665370789148,0.425576147064918,1.13388865431821,0,0,0.0255683330603171,0.0374627718116968,0,-0.0584348803064544,0,-63.4099554174285,0.068494580106105
"30",0,-0.948090070391753,0.170251440324541,-0.366922587001617,1.2197116732426,0,0,0.01899180469813,0.0282012546575845,0,-0.0801836209195938,0,-64.958285666926,0.0357272330467206
"31",0,-0.708876461283919,0.0801791674128078,0.430575346653513,1.32155643161778,0,0,0.00202100065499548,0.0350049483179967,0,-0.0786158653839829,0,-63.481465702486,0.0370476379150545
"32",0,-0.694905928931781,0.0890214027780186,0.418980041793008,1.34360951079638,0,0,0.00442038959092292,0.0144362699388169,0,0.00372568254520343,0,-63.2702125655915,0.0564258473347786
