"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","g","loglik","loglik.se.se"
"1",0.0788754294339773,-0.718189871226365,0.00570014019550339,0.415775541466922,1.2785102596633,-0.56928974899412,0.141265603307115,-0.00270402301524966,-0.0231681365458205,-0.0252093776773945,-0.00137638840727874,0.141069686021169,-52.3074342448637,0.0143503375981053
"2",0.057584442086673,0.735920887718485,0.0496703548104632,0.435858611497412,1.25521959138855,-1.37352841142613,0.238458196108673,0.00666937863525019,0.0588069976696975,-0.0621538688168326,0.0882519420693087,0.26335066238122,-56.3168849835164,0.0305633495137435
"3",0.063156817239467,0.601425953245487,0.0380082034263873,-0.452419567298724,1.3031010615304,-0.457284417483497,0.0528292285728165,-0.0133963264105568,0.0329847903522222,-0.0409837090843203,0.11365691591903,0.13803884549598,-55.1961211892366,0.0211297528562889
"4",0.0901060604729935,0.77342129320233,0.0171412863091288,0.416975462065561,1.25433279068349,-0.295263668151154,0.0573570850405082,-0.00926011034063528,-0.00965178118029849,-0.0123391089011021,-0.0284042826307921,0.0682139676751162,-53.4919278465831,0.00930226634138973
"5",0.060573973092565,1.16606680184078,0.128588887555321,-0.333477433906095,1.13315980702293,-1.33558637464544,0.283352951658509,0.00381467953291544,0.150906942028276,-0.129853096845107,-0.0419724940905317,0.283635320241345,-61.3683861384879,0.0181059765925182
"6",0.0951078236743055,0.703119242982397,0.0070517388200871,-0.434048586134029,1.24828047534228,-0.483108385162407,0.127332901299252,-0.00630907938792931,-0.017324914576216,-0.0308493717738122,-0.0556023884357805,0.122149136557913,-52.2010889955231,0.00894128396215529
"7",0.0845935995111032,-0.858116792791343,0.0509412417090166,0.397221887193228,1.09293426994156,1.2130919694199,-0.528226422070594,-0.0259404874904769,-0.0722595805605542,0.0262669713579532,-0.0742747017339444,-0.00616806698544511,-59.6848760677685,0.0354323172464874
"8",0.0529981547208403,0.72746457885709,0.0196228184442078,0.409384918516527,1.23977911037535,-0.487170211306958,0.108116744705152,0.00593321122844816,0.0165719612711575,-0.0355988357672733,-0.0363330771624639,0.10615052268636,-55.0464492545794,0.0365286768636913
"9",0.072803515650581,0.722472715676807,0.00628358673535993,0.42004776416689,1.33007550335799,-0.626402380560788,0.0466858792246552,0.00491734282393953,-0.000249260322391315,-0.0330535795335332,0.00687646482856486,0.188511977899988,-52.9051115980671,0.0143649446012148
"10",0.0775196334265177,-0.696888219320344,0.0155609048301077,-0.428344490589217,1.31193420192508,-0.647535777686576,0.191219831709896,-6.99135595477784e-05,-0.00299111487908008,-0.0448928020235147,0.0327105387338106,0.149969118299762,-52.1397401829987,0.0099053066388467
