"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma_obs2","loglik","loglik.se.se"
"1",0.0234480385361007,-0.947959727456182,-0.00309407229575478,0.270036761653747,1.35716961756494,0,0,0.0304118772557734,0,0,-0.115261782705719,6.84336844209699,0.104020321497224
"2",0.0578471902998569,1.10625797434878,0.0664227579076404,-0.253568556552871,0.884725837721337,0,0,0.0705158536361462,0,0,-0.0186358169896517,6.09812231173324,1.44309552753226
"3",0.0167612660580161,0.77281470357245,0.0175373721593759,-0.301557760414141,1.5618395985898,0,0,0.0197165436307913,0,0,-0.0149396125512653,6.44553801458049,0.0737678367625794
"4",0.0486974420715547,-1.19321960829234,0.0148343845094049,0.280895751085193,0.792830348097531,0,0,0.0580066981004894,0,0,-0.0376103818719919,2.53028142546129,0.241280635917761
"5",0.0307663728539766,0.75671793199859,0.00565377470473827,-0.300781949105695,1.26247122645813,0,0,0.0367981903068025,0,0,0.111600731853761,6.40682207351555,0.59690834300637
"6",0.0298350641420919,-0.818493530573703,0.0205111249998546,0.29327289637081,1.46300966548232,0,0,0.0341993889655416,0,0,0.0251852554486642,7.18179954481656,0.0758164648273222
"7",0.0645269393507422,1.36373304632894,0.060979355233308,-0.27116312920008,0.676003421117011,0,0,0.086184483898749,0,0,0.0119616901124357,1.34761346965196,0.124456146444349
"8",0.0543026290415138,-1.14593333550652,-0.00125406932438953,-0.26682921266643,0.871129353246955,0,0,0.0720071202355833,0,0,0.0637306413070676,4.32646623096279,0.261636634431946
"9",0.0649395144349756,1.25689000915607,0.0490380537351127,0.227783451390708,0.953724725033035,0,0,0.0687948083305272,0,0,-0.0632625051764606,4.97020662425422,0.26725558568304
"10",0.0805433190295056,1.41216688469201,0.0354185850663039,-0.249386215696897,0.762779729783199,0,0,0.0901891726175105,0,0,-0.0215747807231397,2.06003129618868,0.0616873025321653
"11",0.0423573366355838,0.80427492270928,0.0161852735281313,0.302570959717171,1.19549238039451,0,0,0.0504364293559777,0,0,0.097560310787317,5.86632132872868,0.28222003251739
"12",0.0328826460102082,-1.08771314753868,0.0432442693630745,0.218329982832988,1.33405998598351,0,0,0.0396008766370647,0,0,-0.106064805534551,5.03432737727397,0.395241746887145
"13",0.067437674508545,-1.42862131083142,0.0624204094058875,-0.227674812366299,0.738975752064048,0,0,0.095814907955466,0,0,-0.0781320223963773,0.985702353570572,0.229766842967745
"14",0.030814494500129,-0.908735318731808,-0.00635874112305954,-0.285704540547505,1.17992722168875,0,0,0.0423448836421251,0,0,0.0799620507673421,8.73537030076968,0.255752579488082
"15",0.0323228532992401,-0.821135720880181,-0.00179711646405757,0.268593989683786,1.28970910985354,0,0,0.0419624618309462,0,0,0.0325762400094789,6.97068544698945,0.348101599436115
"16",0.0315787283944248,-0.853987510126091,-0.00330919503112422,0.288965632619104,1.37712541324134,0,0,0.0426148373814985,0,0,0.0558573236429365,10.2128213634379,0.0798078566472605
"17",0.0430583383882776,-1.07906803804936,-0.0284119828294044,-0.288113562938532,0.963556316935062,0,0,0.0545377942360934,0,0,0.0591188488616913,2.30131710170225,0.100871102169918
"18",0.0407654201809384,0.784489868231727,0.0179309908529906,-0.299219833047846,1.38630646310525,0,0,0.0455014023459609,0,0,0.000872902161276916,6.72584007396912,0.0970240517778754
"19",0.0420159044410837,0.952293913652493,-0.00543697236053425,-0.285826567065883,1.25623553376746,0,0,0.0542553777641089,0,0,0.0439529058414277,8.86516577147213,0.0478737215888324
"20",0.0609114211586974,-1.10420816231661,0.0335833828718054,0.274989454432564,0.870317848008326,0,0,0.0774151242736156,0,0,0.0147020217916853,4.87922331874235,0.200522215911968
"21",0.0356290230629414,0.855632438492159,0.0107326498148738,-0.279278144135441,1.34320092347686,0,0,0.046445482337975,0,0,-0.0220476881957375,8.84245698169103,0.13520077493146
"22",0.0649742041797521,-1.15384203312838,0.0310652073225624,-0.293909744864219,0.833763660172878,0,0,0.0836048147917441,0,0,0.0239230610987837,3.06587682792942,0.0613314165150088
"23",0.0370772163202292,-1.0061720954748,0.0335239020715601,-0.233665114311317,1.41777171664699,0,0,0.0440934759837514,0,0,-0.0673386101221454,6.13871907058485,0.14631655879702
"24",0.0315618353878247,-0.841630582912726,-0.00341394261293128,0.285642504435414,1.26990389484702,0,0,0.0388499371398304,0,0,0.0291065489985156,9.58448117077883,0.356705693397751
