"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","loglik","loglik.se.se"
"1",0,-1.03109897698535,0.110879087976496,-0.319544974917304,1.38724016969909,-0.0468168428721761,0,0.020690592870759,0.103923843282513,0,0,-54.1728298583766,0.0224722294154383
"2",0,-1.24590097778305,0.159897080444911,-0.334036530865279,0.898752805314274,-0.184097082121889,0,0.0355172650399527,0.134117522553273,0,0,-56.8284614325202,0.0326248184943654
"3",0,6.85126067544206,0.105177699136949,0.313887380158668,0.0501338150061002,-0.0500997930997829,0,0.0579736938095862,-0.175354856357996,0,0,-65.1472720335784,0.0125969572412547
"4",0,1.1111230476988,0.0933512131882123,0.334324956146623,1.2720515298888,0.220951413752844,0,0.0155703137842482,0.17027821799442,0,0,-56.0451371973732,0.0174299602859401
"5",0,-1.13776332507173,0.11391394093153,0.357729855623729,1.06264948592645,-0.0856386627995687,0,0.0221189729982953,-0.141898820992941,0,0,-55.7694488323246,0.0198028471326318
"6",0,-1.04231752055619,0.1001955806304,0.311121693169626,1.4418964623307,0.191766194929325,0,0.0170383331494379,0.12119711361307,0,0,-55.0636489309784,0.0228126256741724
"7",0,0.950760748366228,0.115578914872717,0.345688972371855,1.26786281597248,0.140097270942246,0,0.0362991683775915,0.0378280303654724,0,0,-54.8253718417506,0.0248206771727244
"8",0,-1.04866182385598,0.0950670268464013,0.361487693529147,1.23338466216824,-0.0133060755241562,0,0.00824821456086914,-0.225403486266833,0,0,-56.8457584897368,0.0200371519785117
"9",0,-0.942886256430544,0.129667714949332,-0.341494265740943,1.2100156603209,0.151588551439521,0,0.0293843981138139,0.146331697599977,0,0,-53.9699694845618,0.0559143261518548
"10",0,-1.10942304197986,0.116082941290487,0.317542263646196,1.20353396665836,0.140208695109582,0,0.0222010174563046,0.129704468435534,0,0,-54.0485736060706,0.0325433845193723
"11",0,1.08182169623972,0.141466186546717,-0.333898152746953,1.21573390387617,0.116766592431488,0,0.0309649721018179,0.0909438749952911,0,0,-54.8834965719542,0.0193561157952153
"12",0,-1.08138799467255,0.107669649433518,-0.32798238166481,1.16657312624873,0.102441573098054,0,0.0318730426018416,0.188025250595391,0,0,-54.4359662320937,0.0261076422073701
"13",0,-1.2496549440509,0.142757251325769,-0.323548873874042,0.999476599313876,0.104290250520169,0,0.0222490752165705,0.116025591731796,0,0,-56.6277577512176,0.031365226523094
"14",0,0.783301102062609,0.0418255331273955,-0.360922657714361,1.47755637712451,0.0327037427733051,0,0.0166897695348932,-0.129113097773151,0,0,-54.3633559428789,0.0335864265211234
"15",0,-1.02765782311849,0.0966589706894259,-0.328330840612306,1.26302702288262,-0.280095502983101,0,0.0250910206356455,-0.0614036254024478,0,0,-54.3047633323546,0.0289541515931793
"16",0,0.741917663602823,0.102918739689049,-0.38634507780406,1.27210137520409,0.208667163866657,0,0.00791039896500959,0.143953735775097,0,0,-55.6588728388128,0.162083736568274
"17",0,-1.02763702961672,0.0421485362521677,-0.385721444137459,1.04153550092315,-0.0380406696755305,0,0.0147089176028023,0.192972509741432,0,0,-57.8300717022431,0.0341164072919577
"18",0,-1.0813315535734,0.110723246140192,0.31858513747983,1.24853726250008,0.0292401932521533,0,0.0256858361902703,-0.107718267157312,0,0,-53.8427318618388,0.0276585849870528
"19",0,-1.09703043229335,0.091126724639966,0.305383510272512,1.27807910730746,-0.0238830758042401,0,0.0265114518134984,0.121197692531701,0,0,-54.7060446053304,0.0299883175199578
"20",0,1.18376774950924,0.116403533384821,-0.313422475885687,1.3591747813867,-0.122905568927002,0,0.0207194028429314,-0.0937657380613781,0,0,-57.4515384230864,0.0139364905636337
"21",0,-1.16224007738788,0.108108149885258,-0.330235918484507,0.989754959850866,-0.0408376696170132,0,0.0235735786679315,0.150473624757455,0,0,-54.807898608306,0.0557149797821716
"22",0,1.10608147662015,0.118139821038927,0.32479800111477,1.36786485295347,0.0652769176670469,0,0.0211906345844816,0.149173154094731,0,0,-55.7416709111972,0.0142174375358765
"23",0,1.06768636850644,0.12933145530661,0.32274620395736,1.20136253702297,0.0409028901206183,0,0.0277922341357082,-0.108624780047393,0,0,-53.7639621754709,0.032157257923698
"24",0,0.797714564793143,0.0338126841370272,0.384074361321583,1.48307675597833,-0.0637716307411084,0,0.0104599017781174,0.0719784994132876,0,0,-54.2790377116697,0.0185783936620093
"25",0,-1.0978690844193,0.113145425749763,0.355346069089852,1.06789520029146,-0.202653959352134,0,0.0270481313482675,-0.07635036638046,0,0,-55.3183997297546,0.0246541115937316
"26",0,1.0816424174613,0.133503533985672,-0.309371779757999,1.23161739562993,0.0668335154471733,0,0.0302541412825383,-0.0956461046940812,0,0,-54.5261293975888,0.0353089822032802
"27",0,-1.12166831688734,0.124236007335896,-0.317586877437375,1.15483146954591,-0.0249699674603742,0,0.0203255335693585,0.138642665533353,0,0,-54.147381625818,0.0384098389794701
"28",0,1.44102537408341,0.0859246870896448,-0.313108834952533,0.890601796131949,-0.10124967286835,0,0.0285770501620508,-0.108918223268206,0,0,-58.5563506899332,0.0227390087769201
"29",0,0.961632069387497,0.0978793924028982,0.319837395791656,1.32113060286951,-0.170444622190673,0,0.0190030099546407,0.0989322059816667,0,0,-53.5960748022125,0.0550852646680032
"30",0,-1.1076661109005,0.106325853729552,-0.354574141070415,0.997156450731391,0.0651498341433494,0,0.0173922827121978,-0.242403455779739,0,0,-56.3683729593776,0.0474056243209524
"31",0,1.51211493369567,0.122767099396024,-0.326730867818336,0.792565388383665,-0.0476322948063494,0,0.036543853169996,-0.146109224160066,0,0,-58.3342766913077,0.0176061637850294
"32",0,-1.21506462149622,0.135225081840644,0.333611543025889,1.0961588163439,0.0573850662787828,0,0.0253145480804478,-0.192773196121039,0,0,-55.9773677984266,0.0159527076177963
"33",0,1.06117662134659,0.121318497338744,-0.335831379093811,1.36495952034868,-0.111568852101924,0,0.0166500267642633,-0.0984470027324124,0,0,-55.634919822877,0.0160087963479371
"34",0,1.12304210460815,0.135355263504811,0.33878882581192,1.14067386247695,-0.0339154754540153,0,0.0290619113216606,0.190665676318061,0,0,-55.0151034967874,0.018342715149554
"35",0,-1.16399945289085,0.0945985944236218,0.328426948763902,1.17090925287724,0.228458283094187,0,0.0187533832487607,0.122457875926717,0,0,-55.9340912707567,0.0216440357108727
"36",0,1.18489817515447,0.0906511958807718,0.29045955356798,1.18932795698005,0.103585022400886,0,0.0157242532360817,0.190925986610595,0,0,-56.7312236239585,0.0518400595720998
"37",0,-1.12586522530567,0.106349040145429,0.308752919679622,1.28330800375781,0.250721656023638,0,0.0321051055687845,0.022760555311231,0,0,-55.782895912391,0.0194282277942092
"38",0,1.22251753094896,0.0985066401447534,0.315405651985308,1.13878426391809,0.130781128015841,0,0.046601347341098,0.108378380929197,0,0,-57.5663541121582,0.0135438738396732
"39",0,0.968967178412843,0.131454620522633,0.330938894797731,1.39898950129208,-0.189427975608476,0,0.0197543776801253,0.0166097603537835,0,0,-54.7171094858987,0.0242984547490886
"40",0,0.783576932501741,0.0455643614008169,-0.39252652510835,1.37114335335426,0.165161028655565,0,0.00942202228421801,-0.0181520564926215,0,0,-53.6868263479194,0.0311886329980569
