"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","loglik","loglik.se.se"
"1",0,-1.11537734870072,0.15111241916892,0.308768478417704,1.30799941466344,-0.315303154084453,0,0.0228318192596877,0.00832481554324637,0,0,-57.6231470707223,0.0235952520667163
"2",0,-1.09478969850147,0.122081530115221,0.316945592412901,1.28070754486561,0.0167549716271259,0,0.0292222189481503,0.0890069297923947,0,0,-54.8338253701618,0.0216609477933032
"3",0,-1.26241102063759,0.147966526752122,-0.317912623786413,1.00989253594409,0.176592873583083,0,0.0320196197199703,-0.130054726203809,0,0,-56.4991808754354,0.0247100080826029
"4",0,0.976166285654467,0.0996795898923035,-0.342583476667646,1.22328201332534,-0.0277727702495969,0,0.0326633508928039,0.118881047233263,0,0,-53.5725004313435,0.0318588719512146
"5",0,-1.21400460788812,0.13548213078551,-0.321540327969764,0.940939514743176,0.104008602490629,0,0.0087804951738288,0.198284089658144,0,0,-59.6901805668273,0.120992203589036
"6",0,0.879647999777905,0.0472893853920383,-0.376517254361331,1.2070281531515,0.252927747486491,0,0.016871237164262,-0.168054140042204,0,0,-54.7792819141126,0.0415806723806058
"7",0,1.06053692687785,0.101257073437961,0.328514529749548,1.28690615432304,-0.0686264566173093,0,0.0245418051059797,0.10512069175261,0,0,-54.0445000419505,0.0215024277561259
"8",0,1.07251965253351,0.103717296098088,-0.29764596496094,1.43708873652276,0.0719101123970689,0,0.0142245095784261,-0.178274385676803,0,0,-55.8133245218241,0.0315400900806982
"9",0,-1.07397827411969,0.126884951993369,-0.359137535046249,1.24626432188589,0.110444358131012,0,0.0162731326204338,-0.132309405750596,0,0,-56.3523511749471,0.0144390504576525
"10",0,-1.09453946118377,0.123486595757404,0.306387596590613,1.27947846935217,-0.22566830985134,0,0.026676740802057,-0.0482792520229527,0,0,-54.7828046857467,0.0277232576104493
"11",0,-1.15331123628558,0.116705610942948,-0.3388883170853,1.03020856654149,-0.100696597585047,0,0.0251399290300356,-0.149416845658494,0,0,-54.6374836547354,0.0310556715531549
"12",0,1.03404365779519,0.104225120908589,0.325663791480867,1.32383491971249,0.0929709367091854,0,0.0151628361854686,0.17374356617504,0,0,-54.1859313490326,0.0288429923415929
"13",0,-0.771349197353389,0.0525229875533855,-0.406316313874125,1.28300507256349,-0.0350325942223274,0,0.00815123996978427,-0.209403850698343,0,0,-54.901425967569,0.0402600785312483
"14",0,1.10916872848418,0.116874512917439,-0.361963626103189,1.10153181802315,0.0878105862990957,0,0.0215269735453707,0.185843738459224,0,0,-55.6100295907923,0.0178713003759413
"15",0,1.11965408078368,0.123337269655359,-0.334699602426523,1.29701178075994,-0.285776074362766,0,0.0211418739668509,-0.042427067417055,0,0,-56.7221075825779,0.0135925343582796
"16",0,-0.792814568211684,0.0306660139875661,0.406475049005557,1.29514920281183,-0.235837527181079,0,0.0135085590622679,0.159665081732277,0,0,-54.6779726564368,0.0255020597793796
"17",0,-1.15622058199626,0.132261025180259,-0.313452545248292,1.27385358013497,-0.120728057715771,0,0.0207841064250558,-0.146971450553694,0,0,-55.9477280247155,0.020017449163328
"18",0,0.977496700390471,0.107732166768658,-0.34417107689953,1.34553488168737,-0.270702651974697,0,0.0143458976742847,-0.0706649507898679,0,0,-54.7070765111305,0.0241370743770185
"19",0,1.16888666804208,0.119641127315219,0.329222401005448,1.20171825390881,0.0375589570947375,0,0.0186441460564681,0.0966387894358885,0,0,-56.4965266790102,0.0186154872624242
"20",0,-0.895659780987001,0.0817979900828185,0.366335081378494,1.41867975575119,0.169463244016019,0,0.00626792571000485,-0.126936333850133,0,0,-55.4012036618992,0.0243080953536159
"21",0,-1.06378368149431,0.097712648819482,-0.318464552184306,1.23216145468951,-0.259997323982936,0,0.0162580441710918,-0.0453514223418911,0,0,-55.027576112352,0.0482050330936751
"22",0,1.08923362613271,0.126711718244715,0.344748513526774,1.1260285264119,0.120349040144701,0,0.0106049741671916,0.166243892672595,0,0,-56.2913463389603,0.0415123256849586
"23",0,4.84853176114625,0.0964975123845782,0.308936135971201,0.094723626798723,0.0918333343358264,0,0.0554121604776709,0.186625741221084,0,0,-64.6019699304482,0.0168825763933409
"24",0,1.25175516968371,0.105649184014262,-0.319058637132728,1.0486175834622,-0.198999903625765,0,0.028127107588007,0.0740191041475966,0,0,-55.8506058882818,0.0237162302255286
"25",0,-1.0207177692433,0.103434485584271,0.329202796726767,1.29704773012643,0.212796355615077,0,0.0158182016786283,-0.100298693047579,0,0,-54.1139733625544,0.0320737552339841
"26",0,-0.962464361193799,0.117883105061506,0.336076321487308,1.38266355956482,0.109278045525739,0,0.0123245358723099,-0.0998791544306534,0,0,-54.5323194402858,0.0308467958996149
"27",0,0.846654794113224,0.0622135593317321,-0.335675323290131,1.43949875168166,0.100584785153767,0,0.00930841745374438,0.125360258989899,0,0,-55.3901571932663,0.0757020564541021
"28",0,-1.08382501372332,0.138211078242261,-0.321122338831674,1.27847361294166,-0.169401394638157,0,0.0211709549704583,-0.139156343407463,0,0,-54.9092414053947,0.0238102522955305
"29",0,0.96159877419512,0.101599027882708,0.3325753153002,1.39024980428041,-0.222593547632739,0,0.0194472681950557,-0.0936380505589183,0,0,-53.8720004539925,0.0254162466948165
"30",0,-1.17302241214993,0.105019851038536,-0.317414988490949,1.21152647333633,0.170055147518319,0,0.0262863957427986,0.0649211862181309,0,0,-55.4967896508142,0.0194300361356427
"31",0,-1.13933685915708,0.124649872941249,-0.359917918081417,1.1073408815142,0.0127603521946631,0,0.0170308749503377,-0.183492380170486,0,0,-56.5909374130082,0.0169197572470215
"32",0,-1.31075576505618,0.0749406948291501,0.337250075973815,0.906886240212858,0.02577259852281,0,0.0320571671420004,-0.194258383105038,0,0,-57.3245051283644,0.0193453012078642
"33",0,0.983052888486904,0.168418515711837,0.34985346077759,1.44887698717588,0.110260736958438,0,0.0124302161771159,-0.10940619331026,0,0,-58.0321697363735,0.0148257488914965
"34",0,0.957231732504693,0.126591679716083,-0.341235992641915,1.21260105330925,0.290512555891393,0,0.0141454846055177,-0.142306781341392,0,0,-55.1687783362686,0.0672118018388926
"35",0,1.05014539783977,0.148139146208633,-0.317214048332084,1.13870808182243,0.0457994629846452,0,0.0252287111798015,0.142431125992246,0,0,-54.3624662452225,0.0793316186828729
"36",0,-1.26493693278261,0.123383339242724,-0.332489315543882,0.945634271434246,0.228560486554527,0,0.029231043530051,0.0990739938162251,0,0,-56.1441754391747,0.0264902257552646
"37",0,-1.13914801153874,0.119756621072692,0.319694933998812,1.32210647924091,-0.0539819666128752,0,0.0213515104373745,-0.101693064837192,0,0,-55.9174324806361,0.0159207954731615
"38",0,1.44837703295041,0.115874696707854,0.333187569807742,0.799443978923285,0.173124689248685,0,0.0407082048866326,-0.065876778282856,0,0,-58.1096325425574,0.0177486989891933
"39",0,1.08933411692203,0.124564453846028,-0.302925688965261,1.26673889646409,-0.0568857010408753,0,0.0230703336680802,-0.148763500050805,0,0,-54.2318559588945,0.0398607286845605
"40",0,-1.10736781296988,0.115435695460902,0.32219331390573,1.34669185956936,0.00791639055583302,0,0.0158019697165796,-0.197874454511057,0,0,-55.7670392472687,0.0177770524787753
